company_id,sector,region,founded_year,founder_count,founder_prior_exits,founder_technical_pct,initial_funding_stage,initial_capital,failed,acquired,fail_month,months_observed,outcome
SU-10543,E-commerce,SEA,2017,2,1,0.692,Series B,21921931.0,False,False,-1,42,Active
SU-10544,EdTech,US-EastCoast,2019,3,1,0.22,Series A,10260936.34,True,False,17,18,Failed
SU-10545,SaaS,US-WestCoast,2017,3,1,0.104,Seed,1331006.3,False,False,-1,42,Active
SU-10546,EdTech,India,2022,3,1,0.421,Series B,26054206.64,False,False,-1,42,Active
SU-10547,ClimateTech,US-EastCoast,2021,4,1,0.819,Series A,8307275.97,True,False,21,22,Failed
SU-10548,E-commerce,SEA,2017,1,0,0.915,Pre-Seed,183537.82,False,False,-1,42,Active
SU-10549,SaaS,SEA,2022,3,0,0.382,Seed,659970.08,False,False,-1,42,Active
SU-10550,AI/ML,Europe,2020,4,1,0.312,Pre-Seed,317110.97,True,False,26,27,Failed
SU-10551,Marketplace,US-EastCoast,2021,5,1,0.463,Seed,1279983.2,False,False,-1,42,Active
SU-10552,HealthTech,India,2016,5,3,0.575,Seed,1003625.01,False,True,41,42,Acquired
SU-10553,E-commerce,US-WestCoast,2014,1,0,0.622,Pre-Seed,289149.54,False,False,-1,42,Active
SU-10554,SaaS,SEA,2020,2,1,0.255,Seed,1211370.69,False,False,-1,42,Active
SU-10555,ConsumerApps,US-EastCoast,2020,5,0,0.81,Seed,1865893.16,True,False,17,18,Failed
SU-10556,SaaS,US-Other,2018,3,1,0.61,Series A,7616692.47,False,False,-1,42,Active
SU-10557,HealthTech,US-Other,2021,4,1,0.588,Seed,1279731.0,False,False,-1,42,Active
SU-10558,HealthTech,US-Other,2018,5,0,0.506,Pre-Seed,258547.88,True,False,26,27,Failed
SU-10559,EdTech,US-WestCoast,2015,5,1,0.257,Series A,18819181.6,False,False,-1,42,Active
SU-10560,EdTech,US-EastCoast,2019,3,0,0.512,Series C+,33722415.72,True,False,15,16,Failed
SU-10561,Fintech,Europe,2017,1,0,0.763,Seed,1365585.79,True,False,21,22,Failed
SU-10562,SaaS,US-EastCoast,2017,2,0,0.721,Seed,1025246.17,True,False,18,19,Failed
SU-10563,HealthTech,US-WestCoast,2018,5,0,0.376,Series A,13522850.99,True,False,19,20,Failed
SU-10564,ConsumerApps,India,2014,5,0,0.046,Pre-Seed,153324.32,False,False,-1,42,Active
SU-10565,HealthTech,US-WestCoast,2015,2,0,0.155,Seed,1847765.14,True,False,20,21,Failed
SU-10566,Marketplace,India,2021,5,1,0.652,Series A,7030212.2,False,True,26,27,Acquired
SU-10567,EdTech,Europe,2017,2,0,0.814,Series A,10900038.03,False,False,-1,42,Active
SU-10568,HealthTech,Europe,2020,4,0,0.68,Seed,1367608.42,True,False,21,22,Failed
SU-10569,ClimateTech,India,2020,5,1,0.318,Seed,1196472.1,True,False,27,28,Failed
SU-10570,HealthTech,US-WestCoast,2017,3,1,0.582,Seed,2553595.21,True,False,26,27,Failed
SU-10571,ClimateTech,Europe,2022,1,1,0.434,Series C+,52340618.25,True,False,23,24,Failed
SU-10572,E-commerce,US-EastCoast,2020,3,0,0.365,Seed,1054980.13,False,False,-1,42,Active
SU-10573,Fintech,India,2021,5,1,0.768,Pre-Seed,282333.55,False,False,-1,42,Active
SU-10574,EdTech,LatAm,2014,1,0,0.346,Pre-Seed,225146.25,True,False,15,16,Failed
SU-10575,EdTech,LatAm,2022,3,0,0.918,Pre-Seed,175738.58,True,False,22,23,Failed
SU-10576,HealthTech,US-WestCoast,2015,2,0,0.776,Pre-Seed,263187.64,False,False,-1,42,Active
SU-10577,SaaS,LatAm,2022,3,0,0.412,Pre-Seed,260835.35,True,False,16,17,Failed
SU-10578,E-commerce,US-WestCoast,2021,3,0,0.482,Series A,7017260.36,True,False,19,20,Failed
SU-10579,E-commerce,India,2017,3,0,0.117,Series A,5969935.03,False,False,-1,42,Active
SU-10580,E-commerce,US-EastCoast,2021,4,0,0.893,Series A,6913393.81,False,False,-1,42,Active
SU-10581,SaaS,Europe,2016,2,0,0.831,Pre-Seed,191809.09,False,False,-1,42,Active
SU-10582,ConsumerApps,Europe,2019,2,1,0.828,Series B,24216594.27,True,False,18,19,Failed
SU-10583,AI/ML,US-EastCoast,2020,3,2,0.577,Seed,2866993.39,True,False,15,16,Failed
SU-10584,AI/ML,Europe,2016,2,0,0.645,Series A,7405888.58,True,False,17,18,Failed
SU-10585,Marketplace,India,2017,2,1,0.784,Seed,1355878.93,True,False,14,15,Failed
SU-10586,SaaS,LatAm,2020,5,0,0.192,Series B,19822897.49,True,False,30,31,Failed
SU-10587,E-commerce,US-EastCoast,2020,2,0,0.678,Pre-Seed,294767.9,False,False,-1,42,Active
SU-10588,ClimateTech,LatAm,2022,2,0,0.888,Pre-Seed,150255.26,True,False,15,16,Failed
SU-10589,E-commerce,India,2015,3,0,0.57,Series A,6483806.05,False,False,-1,42,Active
SU-10590,SaaS,US-Other,2017,1,1,0.745,Pre-Seed,450144.39,True,False,14,15,Failed
SU-10591,EdTech,India,2018,4,1,0.119,Pre-Seed,215424.63,False,False,-1,42,Active
SU-10592,DeepTech,India,2015,1,0,0.392,Pre-Seed,342694.2,True,False,18,19,Failed
SU-10593,Marketplace,Europe,2017,4,1,0.36,Seed,703306.99,False,False,-1,42,Active
SU-10594,Fintech,US-EastCoast,2021,5,1,0.774,Series A,11509144.38,False,True,35,36,Acquired
SU-10595,DeepTech,SEA,2021,2,0,0.376,Seed,2006929.85,True,False,22,23,Failed
SU-10596,EdTech,US-WestCoast,2022,4,1,0.604,Pre-Seed,238258.08,True,False,19,20,Failed
SU-10597,Fintech,SEA,2022,2,0,0.632,Pre-Seed,267602.58,True,False,19,20,Failed
SU-10598,Marketplace,India,2022,1,1,0.466,Seed,1307907.79,False,False,-1,42,Active
SU-10599,ClimateTech,US-WestCoast,2018,2,0,0.533,Seed,1233893.86,True,False,22,23,Failed
SU-10600,ClimateTech,LatAm,2021,3,0,0.23,Series C+,69865114.69,True,False,25,26,Failed
SU-10601,Fintech,US-Other,2016,3,1,0.514,Pre-Seed,270122.67,True,False,26,27,Failed
SU-10602,Fintech,US-EastCoast,2018,2,0,0.266,Pre-Seed,221756.21,False,False,-1,42,Active
SU-10603,Marketplace,LatAm,2015,3,1,0.452,Series A,8592750.35,False,False,-1,42,Active
SU-10604,E-commerce,US-EastCoast,2021,1,0,0.621,Series A,6264011.68,True,False,24,25,Failed
SU-10605,SaaS,Europe,2021,2,1,0.551,Series B,18795858.77,False,False,-1,42,Active
SU-10606,EdTech,India,2015,2,0,0.333,Series A,4627932.93,False,False,-1,42,Active
SU-10607,ConsumerApps,US-Other,2022,5,0,0.442,Seed,1080542.13,False,False,-1,42,Active
SU-10608,EdTech,India,2015,2,0,0.312,Seed,1355380.89,True,False,21,22,Failed
SU-10609,Fintech,US-EastCoast,2014,3,0,0.133,Series A,6776604.91,False,False,-1,42,Active
SU-10610,DeepTech,US-WestCoast,2020,1,0,0.539,Series B,37824714.73,False,False,-1,42,Active
SU-10611,ClimateTech,US-WestCoast,2020,1,0,0.514,Pre-Seed,294876.36,True,False,25,26,Failed
SU-10612,HealthTech,Europe,2017,5,1,0.551,Series C+,60904874.35,False,False,-1,42,Active
SU-10613,Marketplace,US-EastCoast,2015,3,1,0.783,Seed,1648833.95,True,False,21,22,Failed
SU-10614,E-commerce,SEA,2017,5,2,0.566,Series B,19360068.77,True,False,22,23,Failed
SU-10615,SaaS,India,2022,3,0,0.531,Seed,612316.67,False,False,-1,42,Active
SU-10616,E-commerce,SEA,2022,4,0,0.272,Series A,15957917.34,True,False,29,30,Failed
SU-10617,Marketplace,US-WestCoast,2014,3,0,0.271,Pre-Seed,130500.3,True,False,25,26,Failed
SU-10618,DeepTech,US-Other,2014,1,0,0.964,Pre-Seed,174072.11,False,False,-1,42,Active
SU-10619,Marketplace,Europe,2017,4,0,0.684,Pre-Seed,400904.1,False,False,-1,42,Active
SU-10620,Marketplace,SEA,2020,2,1,0.69,Seed,1371193.0,True,False,14,15,Failed
SU-10621,ConsumerApps,US-WestCoast,2021,5,0,0.503,Pre-Seed,156278.07,False,False,-1,42,Active
SU-10622,Fintech,SEA,2016,3,0,0.83,Seed,1363262.96,False,False,-1,42,Active
SU-10623,ConsumerApps,SEA,2021,4,0,0.353,Series C+,64673677.68,False,False,-1,42,Active
SU-10624,Fintech,US-EastCoast,2014,5,2,0.173,Seed,697859.47,False,False,-1,42,Active
SU-10625,AI/ML,US-WestCoast,2014,2,1,0.661,Series A,8613496.23,False,False,-1,42,Active
SU-10626,Marketplace,US-WestCoast,2019,1,0,0.628,Series B,41813764.03,False,False,-1,42,Active
SU-10627,Marketplace,India,2020,2,0,0.652,Pre-Seed,335411.92,False,False,-1,42,Active
SU-10628,HealthTech,India,2020,2,0,0.271,Pre-Seed,108922.79,True,False,22,23,Failed
SU-10629,DeepTech,US-Other,2020,4,2,0.624,Series C+,55855166.25,True,False,25,26,Failed
SU-10630,EdTech,LatAm,2022,4,1,0.647,Pre-Seed,201945.85,False,False,-1,42,Active
SU-10631,EdTech,US-EastCoast,2017,3,1,0.61,Seed,1431709.17,True,False,21,22,Failed
SU-10632,SaaS,Europe,2017,2,0,0.483,Pre-Seed,212832.12,True,False,24,25,Failed
SU-10633,DeepTech,Europe,2014,4,2,0.188,Pre-Seed,233432.9,False,False,-1,42,Active
SU-10634,ConsumerApps,US-WestCoast,2019,3,0,0.422,Pre-Seed,317732.63,True,False,33,34,Failed
SU-10635,EdTech,Europe,2018,5,0,0.444,Series A,6368845.82,False,False,-1,42,Active
SU-10636,SaaS,US-WestCoast,2022,1,0,0.532,Pre-Seed,241212.53,False,False,-1,42,Active
SU-10637,HealthTech,India,2014,4,0,0.562,Pre-Seed,499294.94,False,False,-1,42,Active
SU-10638,Marketplace,India,2015,3,0,0.577,Seed,892887.61,True,False,17,18,Failed
SU-10639,E-commerce,Europe,2020,2,0,0.257,Pre-Seed,377831.73,True,False,27,28,Failed
SU-10640,Marketplace,US-Other,2021,2,1,0.324,Pre-Seed,280541.63,True,False,14,15,Failed
SU-10641,Marketplace,US-EastCoast,2020,3,1,0.734,Seed,1477311.39,False,False,-1,42,Active
SU-10642,EdTech,US-EastCoast,2022,2,1,0.789,Series A,3701553.27,False,False,-1,42,Active
SU-10643,AI/ML,US-EastCoast,2017,5,0,0.47,Pre-Seed,189663.85,False,False,-1,42,Active
SU-10644,SaaS,Europe,2020,4,1,0.619,Seed,1213478.7,False,False,-1,42,Active
SU-10645,Marketplace,Europe,2015,3,0,0.475,Pre-Seed,130181.59,True,False,19,20,Failed
SU-10646,AI/ML,US-WestCoast,2018,5,0,0.467,Pre-Seed,210336.18,True,False,21,22,Failed
SU-10647,AI/ML,Europe,2019,2,0,0.259,Series C+,43712720.59,True,False,27,28,Failed
SU-10648,E-commerce,Europe,2017,4,1,0.653,Series B,22340861.5,False,False,-1,42,Active
SU-10649,DeepTech,SEA,2022,1,1,0.292,Seed,2541702.46,False,False,-1,42,Active
SU-10650,SaaS,US-EastCoast,2015,2,1,0.852,Seed,1385510.62,False,False,-1,42,Active
SU-10651,Fintech,US-EastCoast,2015,3,0,0.957,Series B,22642140.9,True,False,18,19,Failed
SU-10652,ClimateTech,SEA,2016,4,1,0.594,Series B,27243339.75,True,False,22,23,Failed
SU-10653,HealthTech,India,2016,2,1,0.169,Seed,1693514.51,False,False,-1,42,Active
SU-10654,AI/ML,US-WestCoast,2018,5,2,0.438,Series B,16445153.01,False,False,-1,42,Active
SU-10655,ClimateTech,SEA,2019,3,1,0.628,Pre-Seed,337774.44,True,False,24,25,Failed
SU-10656,ConsumerApps,SEA,2019,2,1,0.208,Seed,1882365.94,False,False,-1,42,Active
SU-10657,EdTech,India,2020,2,0,0.746,Pre-Seed,233882.02,True,False,16,17,Failed
SU-10658,HealthTech,US-Other,2022,2,0,0.817,Seed,1650966.83,False,False,-1,42,Active
SU-10659,ClimateTech,US-WestCoast,2016,4,1,0.868,Series B,38655661.81,False,False,-1,42,Active
SU-10660,Marketplace,LatAm,2020,4,2,0.838,Seed,975757.23,False,False,-1,42,Active
SU-10661,EdTech,Europe,2021,3,2,0.578,Series C+,51954980.34,False,False,-1,42,Active
SU-10662,Fintech,US-EastCoast,2018,4,0,0.691,Pre-Seed,211362.06,True,False,18,19,Failed
SU-10663,ClimateTech,US-WestCoast,2022,2,0,0.33,Series B,36512143.01,True,False,39,40,Failed
SU-10664,ClimateTech,Europe,2018,3,1,0.819,Seed,1185484.02,False,False,-1,42,Active
SU-10665,Marketplace,LatAm,2016,2,1,0.392,Seed,1141457.74,False,False,-1,42,Active
SU-10666,ConsumerApps,US-EastCoast,2020,4,1,0.292,Series A,7752630.02,False,False,-1,42,Active
SU-10667,SaaS,Europe,2017,1,0,0.193,Seed,910030.96,True,False,20,21,Failed
SU-10668,Marketplace,US-EastCoast,2019,3,0,0.6,Series C+,123045158.53,True,False,19,20,Failed
SU-10669,Marketplace,US-EastCoast,2015,3,0,0.667,Series C+,104263570.11,False,False,-1,42,Active
SU-10670,Fintech,LatAm,2017,4,2,0.435,Pre-Seed,244070.91,False,False,-1,42,Active
SU-10671,ClimateTech,US-WestCoast,2018,4,1,0.147,Series B,27270724.05,False,True,3,4,Acquired
SU-10672,Fintech,Europe,2018,2,0,0.518,Seed,831590.59,False,False,-1,42,Active
SU-10673,DeepTech,US-Other,2017,5,0,0.681,Series A,5776722.57,True,False,29,30,Failed
SU-10674,ConsumerApps,US-EastCoast,2021,3,1,0.518,Pre-Seed,238773.45,True,False,17,18,Failed
SU-10675,E-commerce,SEA,2019,1,1,0.916,Series C+,21767029.32,False,False,-1,42,Active
SU-10676,HealthTech,LatAm,2017,2,0,0.603,Series A,12449254.13,True,False,14,15,Failed
SU-10677,SaaS,US-EastCoast,2020,4,0,0.717,Series C+,74908426.45,False,False,-1,42,Active
SU-10678,ConsumerApps,India,2015,3,2,0.155,Series A,6190013.44,True,False,16,17,Failed
SU-10679,DeepTech,Europe,2016,3,0,0.684,Pre-Seed,358953.08,False,False,-1,42,Active
SU-10680,ConsumerApps,Europe,2022,1,0,0.477,Seed,2320942.91,True,False,38,39,Failed
SU-10681,Fintech,US-EastCoast,2017,3,1,0.806,Seed,1252264.86,False,False,-1,42,Active
SU-10682,Fintech,US-EastCoast,2016,5,0,0.791,Pre-Seed,387405.58,False,False,-1,42,Active
SU-10683,SaaS,SEA,2019,2,0,0.157,Series A,10135906.51,True,False,21,22,Failed
SU-10684,SaaS,India,2017,2,0,0.684,Pre-Seed,292019.69,False,False,-1,42,Active
SU-10685,SaaS,SEA,2014,4,1,0.455,Series B,43531546.9,False,False,-1,42,Active
SU-10686,AI/ML,Europe,2017,2,1,0.331,Pre-Seed,223017.72,False,False,-1,42,Active
SU-10687,HealthTech,Europe,2019,4,1,0.467,Seed,980959.87,False,True,41,42,Acquired
SU-10688,E-commerce,US-Other,2019,4,1,0.517,Series C+,41791632.19,False,False,-1,42,Active
SU-10689,AI/ML,US-WestCoast,2018,5,1,0.312,Seed,1845214.38,True,False,33,34,Failed
SU-10690,HealthTech,SEA,2014,4,0,0.407,Seed,1294558.11,False,False,-1,42,Active
SU-10691,EdTech,LatAm,2016,2,0,0.466,Seed,1292104.65,True,False,22,23,Failed
SU-10692,AI/ML,US-WestCoast,2022,3,0,0.786,Pre-Seed,179696.05,True,False,35,36,Failed
SU-10693,ConsumerApps,US-WestCoast,2022,3,0,0.681,Series B,26753736.29,True,False,21,22,Failed
SU-10694,EdTech,SEA,2019,4,1,0.763,Pre-Seed,293610.15,True,False,15,16,Failed
SU-10695,E-commerce,India,2016,3,0,0.552,Series A,7511923.11,False,False,-1,42,Active
SU-10696,DeepTech,India,2014,4,2,0.708,Seed,1462233.61,False,False,-1,42,Active
SU-10697,ConsumerApps,India,2014,2,1,0.852,Series B,31146689.54,False,False,-1,42,Active
SU-10698,HealthTech,Europe,2018,5,1,0.464,Series A,10130941.58,False,False,-1,42,Active
SU-10699,HealthTech,India,2020,3,0,0.317,Series B,39067599.65,False,True,30,31,Acquired
SU-10700,Fintech,US-EastCoast,2016,1,0,0.733,Seed,792997.0,False,False,-1,42,Active
SU-10701,DeepTech,Europe,2019,5,1,0.844,Series B,51838608.54,True,False,18,19,Failed
SU-10702,EdTech,US-Other,2017,5,1,0.382,Seed,1414247.93,False,False,-1,42,Active
SU-10703,AI/ML,US-Other,2019,2,1,0.044,Seed,1684676.83,False,False,-1,42,Active
SU-10704,EdTech,SEA,2014,2,1,0.606,Seed,1185706.73,False,False,-1,42,Active
SU-10705,HealthTech,LatAm,2016,3,1,0.494,Seed,838011.06,True,False,15,16,Failed
SU-10706,Marketplace,Europe,2015,3,1,0.455,Seed,1739541.68,True,False,22,23,Failed
SU-10707,ClimateTech,SEA,2016,4,0,0.328,Seed,1173288.43,True,False,16,17,Failed
SU-10708,Fintech,US-EastCoast,2014,2,0,0.826,Seed,1645059.5,True,False,28,29,Failed
SU-10709,E-commerce,LatAm,2016,2,0,0.843,Seed,1360801.81,True,False,34,35,Failed
SU-10710,E-commerce,LatAm,2016,2,0,0.697,Pre-Seed,309060.58,False,False,-1,42,Active
SU-10711,Marketplace,US-EastCoast,2022,2,1,0.196,Seed,1610565.29,True,False,25,26,Failed
SU-10712,E-commerce,US-EastCoast,2021,2,0,0.52,Pre-Seed,221165.89,False,False,-1,42,Active
SU-10713,Fintech,Europe,2021,2,0,0.665,Seed,2525014.7,True,False,25,26,Failed
SU-10714,Fintech,US-WestCoast,2017,1,0,0.191,Series A,7896174.16,False,False,-1,42,Active
SU-10715,Marketplace,US-EastCoast,2014,1,0,0.819,Series A,8273735.15,False,False,-1,42,Active
SU-10716,AI/ML,LatAm,2022,2,0,0.741,Series A,9719133.27,False,False,-1,42,Active
SU-10717,DeepTech,US-Other,2018,3,1,0.36,Series A,5901638.2,False,False,-1,42,Active
SU-10718,SaaS,Europe,2021,5,0,0.599,Seed,1044161.66,True,False,14,15,Failed
SU-10719,ClimateTech,India,2016,5,0,0.229,Series A,6226725.97,True,False,21,22,Failed
SU-10720,EdTech,India,2018,4,2,0.259,Series A,5659307.8,False,True,30,31,Acquired
SU-10721,ClimateTech,SEA,2021,4,1,0.33,Pre-Seed,235170.1,False,False,-1,42,Active
SU-10722,DeepTech,US-EastCoast,2015,3,1,0.454,Series B,20961833.14,True,False,26,27,Failed
SU-10723,HealthTech,SEA,2020,3,1,0.339,Pre-Seed,332666.7,False,False,-1,42,Active
SU-10724,SaaS,Europe,2014,1,0,0.429,Pre-Seed,360758.52,True,False,41,42,Failed
SU-10725,SaaS,US-WestCoast,2015,2,1,0.149,Series C+,71457753.23,False,False,-1,42,Active
SU-10726,Fintech,US-WestCoast,2015,3,1,0.893,Seed,1010217.15,True,False,26,27,Failed
SU-10727,AI/ML,US-WestCoast,2019,2,0,0.427,Pre-Seed,229817.68,False,False,-1,42,Active
SU-10728,E-commerce,US-EastCoast,2014,3,0,0.746,Seed,1881469.91,False,False,-1,42,Active
SU-10729,DeepTech,Europe,2014,2,1,0.386,Pre-Seed,205354.09,False,False,-1,42,Active
SU-10730,EdTech,US-EastCoast,2016,2,1,0.304,Seed,2284962.83,False,False,-1,42,Active
SU-10731,ClimateTech,US-EastCoast,2017,3,0,0.308,Series B,15611182.47,False,False,-1,42,Active
SU-10732,AI/ML,India,2017,1,0,0.474,Seed,887783.63,True,False,16,17,Failed
SU-10733,ClimateTech,US-EastCoast,2019,3,2,0.63,Pre-Seed,349289.88,True,False,20,21,Failed
SU-10734,E-commerce,India,2014,3,1,0.314,Seed,951140.05,False,False,-1,42,Active
SU-10735,Marketplace,US-Other,2018,3,1,0.041,Seed,1268074.07,False,False,-1,42,Active
SU-10736,ConsumerApps,US-EastCoast,2018,5,0,0.526,Seed,1284742.78,False,False,-1,42,Active
SU-10737,ClimateTech,Europe,2019,4,2,0.568,Pre-Seed,96839.55,False,False,-1,42,Active
SU-10738,SaaS,LatAm,2017,5,1,0.342,Seed,1759981.08,True,False,22,23,Failed
SU-10739,Marketplace,US-Other,2014,5,1,0.667,Series B,30110080.55,False,False,-1,42,Active
SU-10740,ClimateTech,Europe,2020,3,0,0.68,Seed,1007968.06,False,False,-1,42,Active
SU-10741,EdTech,Europe,2022,2,0,0.262,Pre-Seed,261944.9,False,False,-1,42,Active
SU-10742,SaaS,LatAm,2017,2,0,0.206,Seed,641405.91,True,False,27,28,Failed
SU-10743,Fintech,SEA,2014,5,1,0.332,Pre-Seed,293779.8,False,False,-1,42,Active
SU-10744,Marketplace,India,2019,2,1,0.741,Seed,777668.08,True,False,17,18,Failed
SU-10745,ClimateTech,US-WestCoast,2015,1,0,0.356,Seed,1597398.67,False,False,-1,42,Active
SU-10746,ConsumerApps,US-EastCoast,2016,3,1,0.78,Series A,10261455.4,False,False,-1,42,Active
SU-10747,ConsumerApps,US-EastCoast,2020,5,1,0.081,Seed,745973.02,False,False,-1,42,Active
SU-10748,ClimateTech,Europe,2021,5,1,0.8,Seed,2051094.7,False,False,-1,42,Active
SU-10749,SaaS,India,2014,3,0,0.685,Pre-Seed,439779.61,False,False,-1,42,Active
SU-10750,AI/ML,Europe,2016,2,0,0.019,Series B,46157917.74,False,True,18,19,Acquired
SU-10751,Fintech,US-EastCoast,2014,3,1,0.16,Pre-Seed,202258.79,False,False,-1,42,Active
SU-10752,DeepTech,US-WestCoast,2016,2,0,0.222,Series A,7214972.73,False,False,-1,42,Active
SU-10753,AI/ML,US-WestCoast,2017,5,1,0.073,Seed,1612786.42,True,False,31,32,Failed
SU-10754,E-commerce,US-EastCoast,2019,3,2,0.709,Seed,2052741.04,False,False,-1,42,Active
SU-10755,HealthTech,India,2016,3,0,0.431,Series C+,33274193.35,True,False,36,37,Failed
SU-10756,SaaS,India,2017,1,1,0.786,Pre-Seed,204511.5,False,False,-1,42,Active
SU-10757,DeepTech,SEA,2019,1,0,0.598,Pre-Seed,318123.93,False,False,-1,42,Active
SU-10758,EdTech,US-EastCoast,2014,3,0,0.554,Series A,9736959.45,False,False,-1,42,Active
SU-10759,E-commerce,US-EastCoast,2021,4,3,0.822,Series A,9422344.74,False,False,-1,42,Active
SU-10760,DeepTech,SEA,2021,2,1,0.402,Series B,19808040.97,True,False,22,23,Failed
SU-10761,AI/ML,LatAm,2016,4,1,0.699,Pre-Seed,208287.52,False,False,-1,42,Active
SU-10762,Fintech,India,2021,1,0,0.524,Pre-Seed,203385.34,True,False,14,15,Failed
SU-10763,ClimateTech,US-EastCoast,2017,2,0,0.115,Pre-Seed,416043.93,True,False,13,14,Failed
SU-10764,DeepTech,LatAm,2015,4,1,0.435,Seed,1348978.22,True,False,15,16,Failed
SU-10765,ConsumerApps,US-WestCoast,2014,3,0,0.805,Seed,1046051.35,False,False,-1,42,Active
SU-10766,Marketplace,US-WestCoast,2016,1,1,0.797,Series A,5595724.3,False,False,-1,42,Active
SU-10767,DeepTech,India,2014,4,0,0.069,Pre-Seed,179690.73,True,False,21,22,Failed
SU-10768,SaaS,Europe,2019,4,1,0.283,Series C+,46406335.83,False,False,-1,42,Active
SU-10769,ClimateTech,LatAm,2015,2,0,0.177,Seed,1428643.01,True,False,30,31,Failed
SU-10770,ClimateTech,SEA,2021,2,0,0.528,Series A,11549200.2,True,False,25,26,Failed
SU-10771,ClimateTech,India,2021,5,1,0.106,Seed,921485.1,False,False,-1,42,Active
SU-10772,DeepTech,US-EastCoast,2017,5,3,0.611,Seed,1284649.66,False,False,-1,42,Active
SU-10773,EdTech,US-Other,2015,4,1,0.782,Series A,8605381.76,False,False,-1,42,Active
SU-10774,EdTech,Europe,2015,5,1,0.522,Series A,7551108.92,False,False,-1,42,Active
SU-10775,SaaS,US-EastCoast,2015,2,2,0.542,Series C+,186059654.3,False,False,-1,42,Active
SU-10776,ConsumerApps,Europe,2015,3,0,0.386,Seed,915290.75,False,False,-1,42,Active
SU-10777,ConsumerApps,US-Other,2022,4,1,0.384,Series B,23470528.71,False,True,8,9,Acquired
SU-10778,AI/ML,US-WestCoast,2019,2,0,0.366,Seed,1044248.02,True,False,27,28,Failed
SU-10779,ConsumerApps,Europe,2019,2,1,0.13,Series A,5797606.11,False,False,-1,42,Active
SU-10780,EdTech,SEA,2022,2,0,0.394,Pre-Seed,158337.52,True,False,21,22,Failed
SU-10781,Fintech,US-WestCoast,2018,3,1,0.289,Series B,12974297.74,False,False,-1,42,Active
SU-10782,HealthTech,US-WestCoast,2020,5,1,0.42,Pre-Seed,256650.42,True,False,27,28,Failed
SU-10783,SaaS,US-WestCoast,2014,1,0,0.665,Pre-Seed,191084.96,False,False,-1,42,Active
SU-10784,AI/ML,India,2019,3,0,0.615,Series A,9161550.73,True,False,34,35,Failed
SU-10785,SaaS,US-WestCoast,2018,2,0,0.056,Series A,12516827.34,False,False,-1,42,Active
SU-10786,SaaS,Europe,2016,2,1,0.606,Seed,986361.03,True,False,31,32,Failed
SU-10787,ClimateTech,India,2017,3,1,0.478,Seed,3830658.42,True,False,23,24,Failed
SU-10788,HealthTech,LatAm,2017,3,0,0.158,Series A,6634983.89,True,False,27,28,Failed
SU-10789,DeepTech,LatAm,2020,4,0,0.391,Pre-Seed,176071.31,True,False,22,23,Failed
SU-10790,E-commerce,US-WestCoast,2019,4,1,0.311,Seed,1149987.33,True,False,25,26,Failed
SU-10791,SaaS,US-EastCoast,2018,4,1,0.17,Series B,21787506.79,False,True,4,5,Acquired
SU-10792,Marketplace,India,2017,3,1,0.658,Series B,29370218.53,False,True,11,12,Acquired
SU-10793,SaaS,US-WestCoast,2017,4,1,0.359,Pre-Seed,459690.84,False,False,-1,42,Active
SU-10794,DeepTech,US-WestCoast,2021,2,0,0.325,Seed,1185612.1,True,False,21,22,Failed
SU-10795,SaaS,US-EastCoast,2015,1,0,0.744,Series A,6908600.91,False,False,-1,42,Active
SU-10796,Marketplace,Europe,2021,5,1,0.399,Series A,11639459.86,False,False,-1,42,Active
SU-10797,SaaS,US-Other,2018,3,0,0.688,Series C+,66914335.5,True,False,32,33,Failed
SU-10798,SaaS,Europe,2014,1,0,0.6,Series A,9407881.98,True,False,12,13,Failed
SU-10799,HealthTech,SEA,2019,2,1,0.494,Seed,740020.87,False,False,-1,42,Active
SU-10800,ClimateTech,US-EastCoast,2014,2,1,0.696,Series A,6580502.38,True,False,19,20,Failed
SU-10801,AI/ML,US-Other,2014,5,0,0.308,Seed,1297191.79,False,False,-1,42,Active
SU-10802,DeepTech,Europe,2016,3,0,0.715,Pre-Seed,345274.17,False,False,-1,42,Active
SU-10803,HealthTech,US-WestCoast,2019,2,0,0.681,Pre-Seed,171255.01,True,False,15,16,Failed
SU-10804,EdTech,US-WestCoast,2020,3,0,0.647,Pre-Seed,247450.41,False,False,-1,42,Active
SU-10805,EdTech,SEA,2017,5,0,0.396,Series A,10333305.09,True,False,21,22,Failed
SU-10806,Marketplace,India,2020,2,0,0.367,Pre-Seed,310570.15,True,False,32,33,Failed
SU-10807,ConsumerApps,US-EastCoast,2019,4,0,0.973,Pre-Seed,481053.21,False,False,-1,42,Active
SU-10808,ConsumerApps,Europe,2019,3,0,0.584,Pre-Seed,220381.64,True,False,18,19,Failed
SU-10809,E-commerce,LatAm,2015,1,1,0.883,Series A,4943852.61,True,False,15,16,Failed
SU-10810,EdTech,US-Other,2015,2,0,0.299,Series A,10766222.52,True,False,20,21,Failed
SU-10811,SaaS,Europe,2022,2,1,0.346,Series A,10055005.95,False,True,37,38,Acquired
SU-10812,SaaS,US-EastCoast,2016,5,2,0.403,Series B,25208984.42,False,False,-1,42,Active
SU-10813,ConsumerApps,US-EastCoast,2016,3,1,0.522,Pre-Seed,203481.9,True,False,23,24,Failed
