company_id,sector,region,founded_year,founder_count,founder_prior_exits,founder_technical_pct,initial_funding_stage,initial_capital,months_observed,failed,acquired,fail_month
SU-10583,AI/ML,US-EastCoast,2020,3,2,0.577,Seed,2866993.39,16,True,False,15
SU-10584,AI/ML,Europe,2016,2,0,0.645,Series A,7405888.58,18,True,False,17
SU-10585,Marketplace,India,2017,2,1,0.784,Seed,1355878.93,15,True,False,14
SU-10586,SaaS,LatAm,2020,5,0,0.192,Series B,19822897.49,31,True,False,30
SU-10587,E-commerce,US-EastCoast,2020,2,0,0.678,Pre-Seed,294767.9,42,False,False,-1
SU-10588,ClimateTech,LatAm,2022,2,0,0.888,Pre-Seed,150255.26,16,True,False,15
SU-10589,E-commerce,India,2015,3,0,0.57,Series A,6483806.05,42,False,False,-1
SU-10590,SaaS,US-Other,2017,1,1,0.745,Pre-Seed,450144.39,15,True,False,14
SU-10591,EdTech,India,2018,4,1,0.119,Pre-Seed,215424.63,42,False,False,-1
SU-10592,DeepTech,India,2015,1,0,0.392,Pre-Seed,342694.2,19,True,False,18
SU-10593,Marketplace,Europe,2017,4,1,0.36,Seed,703306.99,42,False,False,-1
SU-10594,Fintech,US-EastCoast,2021,5,1,0.774,Series A,11509144.38,36,False,True,35
SU-10595,DeepTech,SEA,2021,2,0,0.376,Seed,2006929.85,23,True,False,22
SU-10596,EdTech,US-WestCoast,2022,4,1,0.604,Pre-Seed,238258.08,20,True,False,19
SU-10597,Fintech,SEA,2022,2,0,0.632,Pre-Seed,267602.58,20,True,False,19
SU-10598,Marketplace,India,2022,1,1,0.466,Seed,1307907.79,42,False,False,-1
SU-10599,ClimateTech,US-WestCoast,2018,2,0,0.533,Seed,1233893.86,23,True,False,22
SU-10600,ClimateTech,LatAm,2021,3,0,0.23,Series C+,69865114.69,26,True,False,25
SU-10601,Fintech,US-Other,2016,3,1,0.514,Pre-Seed,270122.67,27,True,False,26
SU-10602,Fintech,US-EastCoast,2018,2,0,0.266,Pre-Seed,221756.21,42,False,False,-1
SU-10603,Marketplace,LatAm,2015,3,1,0.452,Series A,8592750.35,42,False,False,-1
SU-10604,E-commerce,US-EastCoast,2021,1,0,0.621,Series A,6264011.68,25,True,False,24
SU-10605,SaaS,Europe,2021,2,1,0.551,Series B,18795858.77,42,False,False,-1
SU-10606,EdTech,India,2015,2,0,0.333,Series A,4627932.93,42,False,False,-1
SU-10607,ConsumerApps,US-Other,2022,5,0,0.442,Seed,1080542.13,42,False,False,-1
SU-10608,EdTech,India,2015,2,0,0.312,Seed,1355380.89,22,True,False,21
SU-10609,Fintech,US-EastCoast,2014,3,0,0.133,Series A,6776604.91,42,False,False,-1
SU-10610,DeepTech,US-WestCoast,2020,1,0,0.539,Series B,37824714.73,42,False,False,-1
SU-10611,ClimateTech,US-WestCoast,2020,1,0,0.514,Pre-Seed,294876.36,26,True,False,25
SU-10612,HealthTech,Europe,2017,5,1,0.551,Series C+,60904874.35,42,False,False,-1
SU-10613,Marketplace,US-EastCoast,2015,3,1,0.783,Seed,1648833.95,22,True,False,21
SU-10614,E-commerce,SEA,2017,5,2,0.566,Series B,19360068.77,23,True,False,22
SU-10615,SaaS,India,2022,3,0,0.531,Seed,612316.67,42,False,False,-1
SU-10616,E-commerce,SEA,2022,4,0,0.272,Series A,15957917.34,30,True,False,29
SU-10617,Marketplace,US-WestCoast,2014,3,0,0.271,Pre-Seed,130500.3,26,True,False,25
SU-10618,DeepTech,US-Other,2014,1,0,0.964,Pre-Seed,174072.11,42,False,False,-1
SU-10619,Marketplace,Europe,2017,4,0,0.684,Pre-Seed,400904.1,42,False,False,-1
SU-10620,Marketplace,SEA,2020,2,1,0.69,Seed,1371193.0,15,True,False,14
SU-10621,ConsumerApps,US-WestCoast,2021,5,0,0.503,Pre-Seed,156278.07,42,False,False,-1
SU-10622,Fintech,SEA,2016,3,0,0.83,Seed,1363262.96,42,False,False,-1
SU-10623,ConsumerApps,SEA,2021,4,0,0.353,Series C+,64673677.68,42,False,False,-1
SU-10624,Fintech,US-EastCoast,2014,5,2,0.173,Seed,697859.47,42,False,False,-1
SU-10625,AI/ML,US-WestCoast,2014,2,1,0.661,Series A,8613496.23,42,False,False,-1
SU-10626,Marketplace,US-WestCoast,2019,1,0,0.628,Series B,41813764.03,42,False,False,-1
SU-10627,Marketplace,India,2020,2,0,0.652,Pre-Seed,335411.92,42,False,False,-1
SU-10628,HealthTech,India,2020,2,0,0.271,Pre-Seed,108922.79,23,True,False,22
SU-10629,DeepTech,US-Other,2020,4,2,0.624,Series C+,55855166.25,26,True,False,25
SU-10630,EdTech,LatAm,2022,4,1,0.647,Pre-Seed,201945.85,42,False,False,-1
SU-10631,EdTech,US-EastCoast,2017,3,1,0.61,Seed,1431709.17,22,True,False,21
SU-10632,SaaS,Europe,2017,2,0,0.483,Pre-Seed,212832.12,25,True,False,24
SU-10633,DeepTech,Europe,2014,4,2,0.188,Pre-Seed,233432.9,42,False,False,-1
SU-10634,ConsumerApps,US-WestCoast,2019,3,0,0.422,Pre-Seed,317732.63,34,True,False,33
SU-10635,EdTech,Europe,2018,5,0,0.444,Series A,6368845.82,42,False,False,-1
SU-10636,SaaS,US-WestCoast,2022,1,0,0.532,Pre-Seed,241212.53,42,False,False,-1
SU-10637,HealthTech,India,2014,4,0,0.562,Pre-Seed,499294.94,42,False,False,-1
SU-10638,Marketplace,India,2015,3,0,0.577,Seed,892887.61,18,True,False,17
SU-10639,E-commerce,Europe,2020,2,0,0.257,Pre-Seed,377831.73,28,True,False,27
SU-10640,Marketplace,US-Other,2021,2,1,0.324,Pre-Seed,280541.63,15,True,False,14
SU-10641,Marketplace,US-EastCoast,2020,3,1,0.734,Seed,1477311.39,42,False,False,-1
SU-10642,EdTech,US-EastCoast,2022,2,1,0.789,Series A,3701553.27,42,False,False,-1
SU-10643,AI/ML,US-EastCoast,2017,5,0,0.47,Pre-Seed,189663.85,42,False,False,-1
SU-10644,SaaS,Europe,2020,4,1,0.619,Seed,1213478.7,42,False,False,-1
SU-10645,Marketplace,Europe,2015,3,0,0.475,Pre-Seed,130181.59,20,True,False,19
SU-10646,AI/ML,US-WestCoast,2018,5,0,0.467,Pre-Seed,210336.18,22,True,False,21
SU-10647,AI/ML,Europe,2019,2,0,0.259,Series C+,43712720.59,28,True,False,27
SU-10648,E-commerce,Europe,2017,4,1,0.653,Series B,22340861.5,42,False,False,-1
SU-10649,DeepTech,SEA,2022,1,1,0.292,Seed,2541702.46,42,False,False,-1
SU-10650,SaaS,US-EastCoast,2015,2,1,0.852,Seed,1385510.62,42,False,False,-1
SU-10651,Fintech,US-EastCoast,2015,3,0,0.957,Series B,22642140.9,19,True,False,18
SU-10652,ClimateTech,SEA,2016,4,1,0.594,Series B,27243339.75,23,True,False,22
SU-10653,HealthTech,India,2016,2,1,0.169,Seed,1693514.51,42,False,False,-1
SU-10654,AI/ML,US-WestCoast,2018,5,2,0.438,Series B,16445153.01,42,False,False,-1
SU-10655,ClimateTech,SEA,2019,3,1,0.628,Pre-Seed,337774.44,25,True,False,24
SU-10656,ConsumerApps,SEA,2019,2,1,0.208,Seed,1882365.94,42,False,False,-1
SU-10657,EdTech,India,2020,2,0,0.746,Pre-Seed,233882.02,17,True,False,16
SU-10658,HealthTech,US-Other,2022,2,0,0.817,Seed,1650966.83,42,False,False,-1
SU-10659,ClimateTech,US-WestCoast,2016,4,1,0.868,Series B,38655661.81,42,False,False,-1
SU-10660,Marketplace,LatAm,2020,4,2,0.838,Seed,975757.23,42,False,False,-1
SU-10661,EdTech,Europe,2021,3,2,0.578,Series C+,51954980.34,42,False,False,-1
SU-10662,Fintech,US-EastCoast,2018,4,0,0.691,Pre-Seed,211362.06,19,True,False,18
SU-10663,ClimateTech,US-WestCoast,2022,2,0,0.33,Series B,36512143.01,40,True,False,39
SU-10664,ClimateTech,Europe,2018,3,1,0.819,Seed,1185484.02,42,False,False,-1
SU-10665,Marketplace,LatAm,2016,2,1,0.392,Seed,1141457.74,42,False,False,-1
SU-10666,ConsumerApps,US-EastCoast,2020,4,1,0.292,Series A,7752630.02,42,False,False,-1
SU-10667,SaaS,Europe,2017,1,0,0.193,Seed,910030.96,21,True,False,20
SU-10668,Marketplace,US-EastCoast,2019,3,0,0.6,Series C+,123045158.53,20,True,False,19
SU-10669,Marketplace,US-EastCoast,2015,3,0,0.667,Series C+,104263570.11,42,False,False,-1
SU-10670,Fintech,LatAm,2017,4,2,0.435,Pre-Seed,244070.91,42,False,False,-1
SU-10671,ClimateTech,US-WestCoast,2018,4,1,0.147,Series B,27270724.05,4,False,True,3
SU-10672,Fintech,Europe,2018,2,0,0.518,Seed,831590.59,42,False,False,-1
SU-10673,DeepTech,US-Other,2017,5,0,0.681,Series A,5776722.57,30,True,False,29
SU-10674,ConsumerApps,US-EastCoast,2021,3,1,0.518,Pre-Seed,238773.45,18,True,False,17
SU-10675,E-commerce,SEA,2019,1,1,0.916,Series C+,21767029.32,42,False,False,-1
SU-10676,HealthTech,LatAm,2017,2,0,0.603,Series A,12449254.13,15,True,False,14
SU-10677,SaaS,US-EastCoast,2020,4,0,0.717,Series C+,74908426.45,42,False,False,-1
SU-10678,ConsumerApps,India,2015,3,2,0.155,Series A,6190013.44,17,True,False,16
SU-10679,DeepTech,Europe,2016,3,0,0.684,Pre-Seed,358953.08,42,False,False,-1
SU-10680,ConsumerApps,Europe,2022,1,0,0.477,Seed,2320942.91,39,True,False,38
SU-10681,Fintech,US-EastCoast,2017,3,1,0.806,Seed,1252264.86,42,False,False,-1
SU-10682,Fintech,US-EastCoast,2016,5,0,0.791,Pre-Seed,387405.58,42,False,False,-1
SU-10683,SaaS,SEA,2019,2,0,0.157,Series A,10135906.51,22,True,False,21
SU-10684,SaaS,India,2017,2,0,0.684,Pre-Seed,292019.69,42,False,False,-1
SU-10685,SaaS,SEA,2014,4,1,0.455,Series B,43531546.9,42,False,False,-1
SU-10686,AI/ML,Europe,2017,2,1,0.331,Pre-Seed,223017.72,42,False,False,-1
SU-10687,HealthTech,Europe,2019,4,1,0.467,Seed,980959.87,42,False,True,41
SU-10688,E-commerce,US-Other,2019,4,1,0.517,Series C+,41791632.19,42,False,False,-1
SU-10689,AI/ML,US-WestCoast,2018,5,1,0.312,Seed,1845214.38,34,True,False,33
SU-10690,HealthTech,SEA,2014,4,0,0.407,Seed,1294558.11,42,False,False,-1
SU-10691,EdTech,LatAm,2016,2,0,0.466,Seed,1292104.65,23,True,False,22
SU-10692,AI/ML,US-WestCoast,2022,3,0,0.786,Pre-Seed,179696.05,36,True,False,35
SU-10693,ConsumerApps,US-WestCoast,2022,3,0,0.681,Series B,26753736.29,22,True,False,21
SU-10694,EdTech,SEA,2019,4,1,0.763,Pre-Seed,293610.15,16,True,False,15
SU-10695,E-commerce,India,2016,3,0,0.552,Series A,7511923.11,42,False,False,-1
SU-10696,DeepTech,India,2014,4,2,0.708,Seed,1462233.61,42,False,False,-1
SU-10697,ConsumerApps,India,2014,2,1,0.852,Series B,31146689.54,42,False,False,-1
SU-10698,HealthTech,Europe,2018,5,1,0.464,Series A,10130941.58,42,False,False,-1
SU-10699,HealthTech,India,2020,3,0,0.317,Series B,39067599.65,31,False,True,30
SU-10700,Fintech,US-EastCoast,2016,1,0,0.733,Seed,792997.0,42,False,False,-1
SU-10701,DeepTech,Europe,2019,5,1,0.844,Series B,51838608.54,19,True,False,18
SU-10702,EdTech,US-Other,2017,5,1,0.382,Seed,1414247.93,42,False,False,-1
SU-10703,AI/ML,US-Other,2019,2,1,0.044,Seed,1684676.83,42,False,False,-1
SU-10704,EdTech,SEA,2014,2,1,0.606,Seed,1185706.73,42,False,False,-1
SU-10705,HealthTech,LatAm,2016,3,1,0.494,Seed,838011.06,16,True,False,15
SU-10706,Marketplace,Europe,2015,3,1,0.455,Seed,1739541.68,23,True,False,22
SU-10707,ClimateTech,SEA,2016,4,0,0.328,Seed,1173288.43,17,True,False,16
SU-10708,Fintech,US-EastCoast,2014,2,0,0.826,Seed,1645059.5,29,True,False,28
SU-10709,E-commerce,LatAm,2016,2,0,0.843,Seed,1360801.81,35,True,False,34
SU-10710,E-commerce,LatAm,2016,2,0,0.697,Pre-Seed,309060.58,42,False,False,-1
SU-10711,Marketplace,US-EastCoast,2022,2,1,0.196,Seed,1610565.29,26,True,False,25
SU-10712,E-commerce,US-EastCoast,2021,2,0,0.52,Pre-Seed,221165.89,42,False,False,-1
SU-10713,Fintech,Europe,2021,2,0,0.665,Seed,2525014.7,26,True,False,25
SU-10714,Fintech,US-WestCoast,2017,1,0,0.191,Series A,7896174.16,42,False,False,-1
SU-10715,Marketplace,US-EastCoast,2014,1,0,0.819,Series A,8273735.15,42,False,False,-1
SU-10716,AI/ML,LatAm,2022,2,0,0.741,Series A,9719133.27,42,False,False,-1
SU-10717,DeepTech,US-Other,2018,3,1,0.36,Series A,5901638.2,42,False,False,-1
SU-10718,SaaS,Europe,2021,5,0,0.599,Seed,1044161.66,15,True,False,14
SU-10719,ClimateTech,India,2016,5,0,0.229,Series A,6226725.97,22,True,False,21
SU-10720,EdTech,India,2018,4,2,0.259,Series A,5659307.8,31,False,True,30
SU-10721,ClimateTech,SEA,2021,4,1,0.33,Pre-Seed,235170.1,42,False,False,-1
SU-10722,DeepTech,US-EastCoast,2015,3,1,0.454,Series B,20961833.14,27,True,False,26
SU-10723,HealthTech,SEA,2020,3,1,0.339,Pre-Seed,332666.7,42,False,False,-1
SU-10724,SaaS,Europe,2014,1,0,0.429,Pre-Seed,360758.52,42,True,False,41
SU-10725,SaaS,US-WestCoast,2015,2,1,0.149,Series C+,71457753.23,42,False,False,-1
SU-10726,Fintech,US-WestCoast,2015,3,1,0.893,Seed,1010217.15,27,True,False,26
SU-10727,AI/ML,US-WestCoast,2019,2,0,0.427,Pre-Seed,229817.68,42,False,False,-1
SU-10728,E-commerce,US-EastCoast,2014,3,0,0.746,Seed,1881469.91,42,False,False,-1
SU-10729,DeepTech,Europe,2014,2,1,0.386,Pre-Seed,205354.09,42,False,False,-1
SU-10730,EdTech,US-EastCoast,2016,2,1,0.304,Seed,2284962.83,42,False,False,-1
SU-10731,ClimateTech,US-EastCoast,2017,3,0,0.308,Series B,15611182.47,42,False,False,-1
SU-10732,AI/ML,India,2017,1,0,0.474,Seed,887783.63,17,True,False,16
SU-10733,ClimateTech,US-EastCoast,2019,3,2,0.63,Pre-Seed,349289.88,21,True,False,20
SU-10734,E-commerce,India,2014,3,1,0.314,Seed,951140.05,42,False,False,-1
SU-10735,Marketplace,US-Other,2018,3,1,0.041,Seed,1268074.07,42,False,False,-1
SU-10736,ConsumerApps,US-EastCoast,2018,5,0,0.526,Seed,1284742.78,42,False,False,-1
SU-10737,ClimateTech,Europe,2019,4,2,0.568,Pre-Seed,96839.55,42,False,False,-1
SU-10738,SaaS,LatAm,2017,5,1,0.342,Seed,1759981.08,23,True,False,22
SU-10739,Marketplace,US-Other,2014,5,1,0.667,Series B,30110080.55,42,False,False,-1
SU-10740,ClimateTech,Europe,2020,3,0,0.68,Seed,1007968.06,42,False,False,-1
SU-10741,EdTech,Europe,2022,2,0,0.262,Pre-Seed,261944.9,42,False,False,-1
SU-10742,SaaS,LatAm,2017,2,0,0.206,Seed,641405.91,28,True,False,27
SU-10743,Fintech,SEA,2014,5,1,0.332,Pre-Seed,293779.8,42,False,False,-1
SU-10744,Marketplace,India,2019,2,1,0.741,Seed,777668.08,18,True,False,17
SU-10745,ClimateTech,US-WestCoast,2015,1,0,0.356,Seed,1597398.67,42,False,False,-1
SU-10746,ConsumerApps,US-EastCoast,2016,3,1,0.78,Series A,10261455.4,42,False,False,-1
SU-10747,ConsumerApps,US-EastCoast,2020,5,1,0.081,Seed,745973.02,42,False,False,-1
SU-10748,ClimateTech,Europe,2021,5,1,0.8,Seed,2051094.7,42,False,False,-1
SU-10749,SaaS,India,2014,3,0,0.685,Pre-Seed,439779.61,42,False,False,-1
SU-10750,AI/ML,Europe,2016,2,0,0.019,Series B,46157917.74,19,False,True,18
SU-10751,Fintech,US-EastCoast,2014,3,1,0.16,Pre-Seed,202258.79,42,False,False,-1
SU-10752,DeepTech,US-WestCoast,2016,2,0,0.222,Series A,7214972.73,42,False,False,-1
SU-10753,AI/ML,US-WestCoast,2017,5,1,0.073,Seed,1612786.42,32,True,False,31
SU-10754,E-commerce,US-EastCoast,2019,3,2,0.709,Seed,2052741.04,42,False,False,-1
SU-10755,HealthTech,India,2016,3,0,0.431,Series C+,33274193.35,37,True,False,36
SU-10756,SaaS,India,2017,1,1,0.786,Pre-Seed,204511.5,42,False,False,-1
SU-10757,DeepTech,SEA,2019,1,0,0.598,Pre-Seed,318123.93,42,False,False,-1
SU-10758,EdTech,US-EastCoast,2014,3,0,0.554,Series A,9736959.45,42,False,False,-1
SU-10759,E-commerce,US-EastCoast,2021,4,3,0.822,Series A,9422344.74,42,False,False,-1
SU-10760,DeepTech,SEA,2021,2,1,0.402,Series B,19808040.97,23,True,False,22
SU-10761,AI/ML,LatAm,2016,4,1,0.699,Pre-Seed,208287.52,42,False,False,-1
SU-10762,Fintech,India,2021,1,0,0.524,Pre-Seed,203385.34,15,True,False,14
SU-10763,ClimateTech,US-EastCoast,2017,2,0,0.115,Pre-Seed,416043.93,14,True,False,13
SU-10764,DeepTech,LatAm,2015,4,1,0.435,Seed,1348978.22,16,True,False,15
SU-10765,ConsumerApps,US-WestCoast,2014,3,0,0.805,Seed,1046051.35,42,False,False,-1
SU-10766,Marketplace,US-WestCoast,2016,1,1,0.797,Series A,5595724.3,42,False,False,-1
SU-10767,DeepTech,India,2014,4,0,0.069,Pre-Seed,179690.73,22,True,False,21
SU-10768,SaaS,Europe,2019,4,1,0.283,Series C+,46406335.83,42,False,False,-1
SU-10769,ClimateTech,LatAm,2015,2,0,0.177,Seed,1428643.01,31,True,False,30
SU-10770,ClimateTech,SEA,2021,2,0,0.528,Series A,11549200.2,26,True,False,25
SU-10771,ClimateTech,India,2021,5,1,0.106,Seed,921485.1,42,False,False,-1
SU-10772,DeepTech,US-EastCoast,2017,5,3,0.611,Seed,1284649.66,42,False,False,-1
SU-10773,EdTech,US-Other,2015,4,1,0.782,Series A,8605381.76,42,False,False,-1
SU-10774,EdTech,Europe,2015,5,1,0.522,Series A,7551108.92,42,False,False,-1
SU-10775,SaaS,US-EastCoast,2015,2,2,0.542,Series C+,186059654.3,42,False,False,-1
SU-10776,ConsumerApps,Europe,2015,3,0,0.386,Seed,915290.75,42,False,False,-1
SU-10777,ConsumerApps,US-Other,2022,4,1,0.384,Series B,23470528.71,9,False,True,8
SU-10778,AI/ML,US-WestCoast,2019,2,0,0.366,Seed,1044248.02,28,True,False,27
SU-10779,ConsumerApps,Europe,2019,2,1,0.13,Series A,5797606.11,42,False,False,-1
SU-10780,EdTech,SEA,2022,2,0,0.394,Pre-Seed,158337.52,22,True,False,21
SU-10781,Fintech,US-WestCoast,2018,3,1,0.289,Series B,12974297.74,42,False,False,-1
SU-10782,HealthTech,US-WestCoast,2020,5,1,0.42,Pre-Seed,256650.42,28,True,False,27
SU-10783,SaaS,US-WestCoast,2014,1,0,0.665,Pre-Seed,191084.96,42,False,False,-1
SU-10784,AI/ML,India,2019,3,0,0.615,Series A,9161550.73,35,True,False,34
SU-10785,SaaS,US-WestCoast,2018,2,0,0.056,Series A,12516827.34,42,False,False,-1
SU-10786,SaaS,Europe,2016,2,1,0.606,Seed,986361.03,32,True,False,31
SU-10787,ClimateTech,India,2017,3,1,0.478,Seed,3830658.42,24,True,False,23
SU-10788,HealthTech,LatAm,2017,3,0,0.158,Series A,6634983.89,28,True,False,27
SU-10789,DeepTech,LatAm,2020,4,0,0.391,Pre-Seed,176071.31,23,True,False,22
SU-10790,E-commerce,US-WestCoast,2019,4,1,0.311,Seed,1149987.33,26,True,False,25
SU-10791,SaaS,US-EastCoast,2018,4,1,0.17,Series B,21787506.79,5,False,True,4
SU-10792,Marketplace,India,2017,3,1,0.658,Series B,29370218.53,12,False,True,11
SU-10793,SaaS,US-WestCoast,2017,4,1,0.359,Pre-Seed,459690.84,42,False,False,-1
SU-10794,DeepTech,US-WestCoast,2021,2,0,0.325,Seed,1185612.1,22,True,False,21
SU-10795,SaaS,US-EastCoast,2015,1,0,0.744,Series A,6908600.91,42,False,False,-1
SU-10796,Marketplace,Europe,2021,5,1,0.399,Series A,11639459.86,42,False,False,-1
SU-10797,SaaS,US-Other,2018,3,0,0.688,Series C+,66914335.5,33,True,False,32
SU-10798,SaaS,Europe,2014,1,0,0.6,Series A,9407881.98,13,True,False,12
SU-10799,HealthTech,SEA,2019,2,1,0.494,Seed,740020.87,42,False,False,-1
SU-10800,ClimateTech,US-EastCoast,2014,2,1,0.696,Series A,6580502.38,20,True,False,19
SU-10801,AI/ML,US-Other,2014,5,0,0.308,Seed,1297191.79,42,False,False,-1
SU-10802,DeepTech,Europe,2016,3,0,0.715,Pre-Seed,345274.17,42,False,False,-1
SU-10803,HealthTech,US-WestCoast,2019,2,0,0.681,Pre-Seed,171255.01,16,True,False,15
SU-10804,EdTech,US-WestCoast,2020,3,0,0.647,Pre-Seed,247450.41,42,False,False,-1
SU-10805,EdTech,SEA,2017,5,0,0.396,Series A,10333305.09,22,True,False,21
SU-10806,Marketplace,India,2020,2,0,0.367,Pre-Seed,310570.15,33,True,False,32
SU-10807,ConsumerApps,US-EastCoast,2019,4,0,0.973,Pre-Seed,481053.21,42,False,False,-1
SU-10808,ConsumerApps,Europe,2019,3,0,0.584,Pre-Seed,220381.64,19,True,False,18
SU-10809,E-commerce,LatAm,2015,1,1,0.883,Series A,4943852.61,16,True,False,15
SU-10810,EdTech,US-Other,2015,2,0,0.299,Series A,10766222.52,21,True,False,20
SU-10811,SaaS,Europe,2022,2,1,0.346,Series A,10055005.95,38,False,True,37
SU-10812,SaaS,US-EastCoast,2016,5,2,0.403,Series B,25208984.42,42,False,False,-1
SU-10813,ConsumerApps,US-EastCoast,2016,3,1,0.522,Pre-Seed,203481.9,24,True,False,23
SU-10814,DeepTech,US-WestCoast,2019,3,1,0.722,Pre-Seed,283169.33,22,True,False,21
SU-10815,DeepTech,India,2020,4,0,0.909,Seed,1527558.56,42,False,False,-1
SU-10816,EdTech,SEA,2022,4,0,0.357,Pre-Seed,163165.43,40,True,False,39
SU-10817,Marketplace,US-WestCoast,2014,3,0,0.476,Seed,776456.03,42,False,False,-1
SU-10818,EdTech,SEA,2020,1,0,0.339,Seed,975480.4,42,False,False,-1
SU-10819,Marketplace,SEA,2021,2,0,0.703,Seed,978790.1,42,False,False,-1
SU-10820,DeepTech,US-Other,2015,4,0,0.549,Pre-Seed,140758.56,42,False,False,-1
SU-10821,AI/ML,Europe,2020,1,0,0.338,Pre-Seed,355128.39,42,False,False,-1
SU-10822,Marketplace,US-EastCoast,2015,3,0,0.457,Seed,1494369.69,17,True,False,16
SU-10823,ClimateTech,US-WestCoast,2020,5,1,0.173,Series C+,74088768.41,21,True,False,20
SU-10824,AI/ML,US-WestCoast,2014,4,0,0.766,Seed,1309623.97,42,False,False,-1
SU-10825,AI/ML,Europe,2014,4,0,0.328,Pre-Seed,136889.81,33,True,False,32
SU-10826,HealthTech,US-WestCoast,2019,4,0,0.675,Series A,7086844.43,27,True,False,26
SU-10827,Fintech,India,2018,1,0,0.513,Series C+,62516003.2,28,False,True,27
SU-10828,E-commerce,LatAm,2016,5,0,0.821,Pre-Seed,423811.14,23,True,False,22
SU-10829,AI/ML,US-WestCoast,2021,4,0,0.831,Pre-Seed,200880.36,42,False,False,-1
SU-10830,HealthTech,LatAm,2014,2,1,0.905,Pre-Seed,283674.49,34,True,False,33
SU-10831,AI/ML,US-Other,2020,1,0,0.736,Series B,27266228.26,15,True,False,14
SU-10832,SaaS,US-Other,2014,4,0,0.883,Seed,1955975.59,25,True,False,24
SU-10833,Fintech,Europe,2015,3,2,0.405,Seed,1975408.11,42,False,False,-1
SU-10834,ClimateTech,US-EastCoast,2021,3,1,0.932,Pre-Seed,213472.37,42,False,False,-1
SU-10835,E-commerce,US-WestCoast,2014,3,0,0.756,Pre-Seed,227029.64,18,True,False,17
SU-10836,E-commerce,India,2014,5,1,0.727,Pre-Seed,191745.3,22,True,False,21
SU-10837,DeepTech,US-Other,2014,1,0,0.416,Pre-Seed,344284.16,42,False,False,-1
SU-10838,AI/ML,India,2021,5,0,0.728,Pre-Seed,265909.99,17,True,False,16
SU-10839,Marketplace,SEA,2016,2,0,0.406,Seed,1963748.98,19,True,False,18
SU-10840,ConsumerApps,US-Other,2014,1,1,0.299,Series A,7464510.61,13,True,False,12
SU-10841,SaaS,US-Other,2021,5,0,0.3,Series A,16612267.93,29,True,False,28
SU-10842,DeepTech,SEA,2020,3,0,0.616,Series A,4517956.89,17,True,False,16
SU-10843,DeepTech,LatAm,2017,2,1,0.464,Series A,5982643.24,42,False,False,-1
SU-10844,ClimateTech,US-WestCoast,2017,4,3,0.455,Seed,1582609.83,30,False,True,29
SU-10845,AI/ML,India,2015,2,0,0.694,Series C+,55567004.24,42,False,False,-1
SU-10846,ConsumerApps,Europe,2021,3,0,0.352,Seed,1257768.52,42,False,False,-1
SU-10847,Marketplace,US-WestCoast,2019,3,2,0.348,Pre-Seed,128329.94,16,True,False,15
SU-10848,SaaS,SEA,2017,3,1,0.656,Seed,1264460.51,18,True,False,17
SU-10849,DeepTech,India,2018,5,1,0.24,Seed,2431856.3,42,False,False,-1
SU-10850,Marketplace,US-WestCoast,2016,1,0,0.261,Seed,1636086.25,18,True,False,17
SU-10851,AI/ML,Europe,2020,1,0,0.559,Pre-Seed,292670.29,28,True,False,27
SU-10852,EdTech,LatAm,2020,4,0,0.398,Pre-Seed,245379.45,28,True,False,27
SU-10853,ConsumerApps,US-EastCoast,2019,3,1,0.527,Seed,1282747.51,42,False,False,-1
SU-10854,Marketplace,Europe,2022,1,0,0.736,Pre-Seed,363575.39,34,True,False,33
SU-10855,AI/ML,US-WestCoast,2018,4,1,0.506,Pre-Seed,191187.67,21,True,False,20
SU-10856,EdTech,US-Other,2022,2,2,0.357,Pre-Seed,188807.42,19,True,False,18
SU-10857,ConsumerApps,Europe,2016,4,1,0.661,Series C+,70485218.38,17,True,False,16
SU-10858,Fintech,India,2014,3,0,0.818,Series A,12981582.62,31,True,False,30
SU-10859,HealthTech,US-WestCoast,2017,3,1,0.571,Pre-Seed,239824.25,42,False,False,-1
SU-10860,Fintech,US-WestCoast,2015,4,2,0.143,Series A,9140485.19,33,False,True,32
SU-10861,EdTech,US-Other,2020,1,0,0.214,Pre-Seed,227534.39,30,True,False,29
SU-10862,EdTech,Europe,2021,3,2,0.446,Series C+,46330146.63,42,False,False,-1
SU-10863,Marketplace,US-WestCoast,2020,5,0,0.441,Series A,9737696.63,20,True,False,19
SU-10864,ConsumerApps,India,2017,5,1,0.854,Seed,1981028.33,17,True,False,16
SU-10865,Marketplace,US-EastCoast,2022,2,1,0.211,Series A,12400414.49,15,True,False,14
SU-10866,ConsumerApps,SEA,2018,2,0,0.461,Seed,1323378.28,16,True,False,15
SU-10867,Marketplace,US-Other,2017,5,0,0.368,Seed,1267908.7,16,True,False,15
SU-10868,Fintech,LatAm,2019,2,0,0.375,Seed,821180.96,34,True,False,33
SU-10869,E-commerce,US-WestCoast,2018,5,1,0.309,Pre-Seed,253837.37,21,True,False,20
SU-10870,Fintech,Europe,2015,2,1,0.066,Series B,17763488.42,42,False,False,-1
SU-10871,ConsumerApps,India,2018,2,1,0.854,Seed,1587514.48,42,False,False,-1
SU-10872,AI/ML,LatAm,2014,4,1,0.57,Seed,1033286.43,33,True,False,32
SU-10873,E-commerce,US-EastCoast,2016,4,0,0.531,Seed,1432121.03,17,True,False,16
